Geography,IsActiveMember,HasCrCard,Balance,CreditScore,Exited
Germany,1,1,183997.7,655,0
France,1,0,0.0,712,0
France,1,1,0.0,663,0
France,1,0,89799.46,640,1
Spain,1,1,0.0,577,0
Spain,0,0,85660.96,546,0
Germany,1,0,115569.21,802,0
France,0,1,81828.22,590,0
Germany,0,1,132694.73,594,0
Spain,0,0,108867.0,577,1
France,0,1,0.0,541,0
France,0,0,0.0,781,0
Germany,0,1,96152.68,806,0
Germany,1,1,153855.52,723,1
France,0,1,0.0,535,0
France,1,0,141334.95,768,0
Germany,0,1,104584.11,653,1
Germany,0,0,98173.02,803,1
Spain,1,1,0.0,545,0
Germany,1,1,135157.05,581,0
Germany,0,1,171601.27,513,0
France,0,0,179539.2,731,0
Germany,0,0,80615.46,727,0
Spain,0,0,0.0,560,1
Germany,0,1,126285.73,766,1
Germany,1,0,137964.51,630,0
Germany,0,1,159434.03,652,0
Germany,0,1,113574.61,729,0
France,1,1,0.0,629,0
Germany,0,0,124573.33,667,0
Germany,0,1,105864.6,671,0
Germany,0,1,104552.61,768,1
France,0,1,0.0,732,0
France,1,0,0.0,546,0
France,1,1,0.0,630,1
Germany,1,0,119492.88,765,1
France,1,1,130499.09,704,0
Spain,1,1,140576.11,470,0
Germany,1,0,91025.58,688,0
France,1,0,0.0,685,1
France,1,1,125877.65,567,0
Spain,0,1,45752.78,720,1
France,1,1,121778.71,609,0
Germany,1,1,127948.57,521,0
France,1,1,0.0,556,0
Germany,1,1,115286.68,662,0
Germany,0,1,62078.21,704,0
France,0,1,0.0,750,0
Spain,1,1,175406.13,619,1
Spain,0,1,131643.25,468,0
Germany,0,1,151739.65,435,0
France,0,0,93616.35,529,0
Germany,1,1,138597.54,702,1
France,1,1,0.0,608,0
France,0,1,0.0,576,1
France,1,0,85225.21,666,0
France,0,1,148749.29,730,0
Germany,1,1,130013.12,647,1
Spain,1,0,0.0,516,0
France,1,1,0.0,711,0
France,1,0,111729.47,736,0
France,0,1,180169.44,768,0
Spain,1,1,0.0,427,0
Spain,0,1,0.0,686,1
France,1,0,0.0,690,0
Spain,0,1,0.0,647,0
France,1,1,0.0,714,0
Germany,1,1,103914.17,736,1
France,1,1,88772.87,608,0
France,0,1,0.0,809,0
France,1,1,131184.67,745,0
France,1,0,117810.79,781,1
France,0,1,0.0,527,0
Germany,0,1,92466.21,595,0
Germany,1,0,102741.15,850,0
France,0,1,178755.84,569,0
France,0,1,0.0,728,0
Germany,1,1,146602.25,473,0
France,1,1,0.0,738,0
France,1,1,0.0,659,0
Spain,1,1,115702.67,597,0
Germany,1,0,137655.31,445,0
France,0,1,0.0,671,0
Spain,0,1,59877.33,656,1
France,1,0,100082.14,658,0
Germany,0,1,107304.39,698,1
Spain,1,0,0.0,655,0
Spain,1,1,96032.22,772,0
Spain,0,0,0.0,681,0
Germany,0,1,144553.5,688,0
Germany,1,1,86172.81,633,0
France,1,1,0.0,735,0
Germany,1,1,87212.8,521,0
France,0,1,0.0,541,0
Germany,0,0,130700.92,612,0
France,0,1,0.0,562,0
France,0,0,0.0,703,0
Spain,1,1,0.0,710,0
Spain,1,1,171325.98,731,1
Spain,1,0,92930.92,703,0
France,0,1,0.0,618,0
France,1,1,77556.79,689,0
France,0,0,102874.28,718,0
France,0,0,146093.39,608,0
Spain,0,0,0.0,749,1
Spain,1,0,79811.72,753,1
Spain,0,0,105473.74,630,1
Germany,0,1,121927.92,693,1
Spain,1,0,61671.19,838,1
Germany,1,1,149363.12,756,0
France,0,1,152309.37,775,0
France,0,1,0.0,635,0
Spain,1,1,111629.29,705,0
France,1,1,0.0,481,0
Spain,0,1,96296.78,727,1
France,0,1,95830.43,595,0
France,0,1,135919.33,535,0
France,0,0,185966.64,578,1
France,1,1,0.0,597,0
France,0,0,0.0,449,0
Germany,0,1,92244.83,850,0
France,0,1,112727.06,494,0
France,0,0,100359.54,676,0
Germany,1,1,105301.5,818,0
Spain,0,0,112994.65,712,0
Germany,0,1,89025.88,672,0
France,0,0,95478.17,636,0
France,0,0,0.0,698,0
Germany,0,1,119127.46,597,0
France,1,1,128206.79,717,0
France,0,1,0.0,614,0
Germany,0,1,71433.08,708,0
Germany,0,1,118214.32,507,1
France,0,1,102258.11,581,0
Spain,0,1,151963.26,579,0
Spain,1,1,163764.84,504,1
France,1,0,128551.36,737,0
Spain,1,1,118158.74,540,0
France,0,0,118520.41,609,0
France,1,1,0.0,778,0
France,0,0,163823.37,621,0
Germany,1,1,104469.58,665,1
France,1,1,0.0,608,0
Spain,0,1,0.0,680,0
Germany,1,1,141726.88,663,0
Germany,1,1,137852.96,627,1
France,0,1,0.0,607,0
France,0,0,154100.3,681,0
France,0,0,0.0,766,0
France,1,0,0.0,694,0
France,1,0,0.0,411,0
France,1,1,140004.96,742,0
Spain,1,0,127132.96,673,1
France,1,1,0.0,529,0
France,0,1,125328.56,519,0
France,0,1,0.0,573,0
Germany,0,1,139986.65,453,0
Germany,1,1,119787.76,798,0
Spain,0,0,107556.06,693,0
France,0,1,0.0,637,0
France,0,0,0.0,672,0
France,0,1,142705.95,597,0
France,1,1,0.0,543,0
Spain,0,1,0.0,695,0
France,1,1,161613.94,584,0
Germany,1,0,116353.2,652,0
France,1,1,60013.81,601,0
Spain,1,1,0.0,628,0
Germany,0,1,144272.07,607,0
France,0,1,0.0,646,0
France,0,1,117696.67,572,0
Spain,1,1,79954.61,801,0
France,0,1,149989.39,597,0
France,0,0,124339.9,613,0
Germany,0,0,135759.4,529,1
Spain,0,1,0.0,794,0
France,0,1,83074.0,557,0
France,1,1,141792.61,499,0
France,0,1,0.0,544,1
France,0,0,0.0,739,0
Germany,0,1,106870.12,458,0
France,0,1,120962.59,528,0
Spain,0,0,0.0,773,1
France,0,1,0.0,646,0
France,1,1,110527.17,564,0
Germany,0,0,133723.43,624,1
France,0,1,112670.48,682,1
France,1,1,0.0,726,0
France,0,1,116084.32,560,0
Spain,1,1,0.0,382,1
Spain,0,1,0.0,457,0
France,1,1,0.0,673,0
France,0,0,82441.75,584,0
France,1,1,0.0,629,1
Germany,1,1,134171.8,584,1
France,1,1,0.0,724,0
France,1,1,0.0,644,0
Germany,0,1,124442.38,676,1
France,0,1,0.0,499,0
France,0,1,0.0,598,1
Germany,0,1,108862.76,655,1
France,1,1,141099.43,559,0
France,1,1,128843.67,543,0
France,1,0,86843.61,679,0
Germany,1,1,120074.97,594,0
France,1,1,130231.8,586,0
France,0,1,0.0,776,0
France,1,1,109724.38,699,0
Germany,1,1,111743.43,847,0
Germany,1,1,121309.17,582,0
France,0,1,82697.28,648,0
France,1,1,44301.43,618,1
France,0,0,138317.94,543,0
Germany,0,1,120688.61,642,1
France,0,1,176913.52,462,0
Spain,0,1,89047.14,640,0
Germany,0,1,114318.78,740,1
France,0,1,0.0,773,0
Germany,1,1,94753.55,583,0
Spain,1,0,0.0,589,0
France,1,0,0.0,509,0
Germany,0,1,106520.73,612,0
Spain,1,1,134006.39,505,0
Germany,0,1,132837.7,546,0
France,0,1,120549.29,681,0
France,1,1,139432.55,762,0
Spain,0,1,80895.44,786,0
Spain,0,1,0.0,629,0
Spain,1,0,171646.76,787,0
Spain,1,0,109121.71,713,0
France,0,1,109844.81,541,0
France,1,0,140931.82,451,0
Spain,1,1,0.0,644,0
France,1,1,0.0,686,0
Germany,0,1,101543.51,847,1
Germany,0,1,102708.77,765,0
Germany,1,1,149000.91,678,0
France,1,1,83459.86,539,0
France,0,1,75893.11,800,0
Germany,1,0,167395.6,799,0
France,1,1,0.0,629,0
Germany,1,0,71283.09,734,0
France,1,1,0.0,542,0
Spain,1,1,0.0,414,0
France,0,0,104016.88,675,1
France,0,1,127616.56,683,0
France,1,1,154737.88,748,0
Spain,1,1,0.0,596,0
France,1,1,125476.31,642,0
France,1,1,176511.08,499,0
Spain,1,1,110783.28,649,0
France,0,1,141642.92,739,0
France,1,1,0.0,616,0
Spain,1,0,0.0,560,0
Germany,1,1,75681.52,427,0
France,0,1,0.0,435,1
France,1,1,0.0,633,0
France,0,0,161111.45,443,0
France,1,0,0.0,727,0
France,1,0,72494.69,674,0
France,1,1,133964.3,661,0
Spain,0,1,0.0,619,0
France,0,1,0.0,562,0
France,1,0,157201.48,633,0
Spain,0,0,95679.29,551,0
Germany,1,1,106230.92,720,1
France,1,0,0.0,688,0
Germany,0,1,81231.85,635,0
France,1,1,81480.27,561,0
France,1,1,73059.38,850,0
France,1,1,117559.05,636,0
Germany,1,1,186445.31,461,0
Germany,0,1,137657.71,771,0
France,1,1,133889.35,713,0
Germany,1,1,134562.8,658,0
Germany,1,1,100781.75,586,0
France,0,0,174356.13,737,0
Germany,0,0,190125.43,742,0
France,0,1,146266.0,824,1
Germany,0,1,164046.1,701,0
Spain,0,0,123536.52,623,0
France,1,1,0.0,744,0
Spain,0,0,171848.38,698,0
France,0,0,0.0,616,0
France,0,1,139562.05,662,0
France,1,0,0.0,594,0
France,1,1,168001.34,685,0
France,1,0,0.0,742,0
Germany,1,0,123356.63,678,0
Spain,1,1,0.0,651,0
Germany,0,1,125845.66,585,1
Germany,0,1,45408.85,579,0
Germany,0,0,125977.81,722,0
Germany,1,1,147262.11,613,1
France,0,1,133767.19,694,0
Germany,0,1,108806.96,550,1
France,0,1,106036.52,741,1
Spain,1,0,0.0,668,0
France,1,1,0.0,529,0
France,1,1,0.0,636,0
Spain,0,1,82182.1,563,1
France,0,1,0.0,767,0
France,0,1,76817.0,644,1
Germany,1,1,142550.25,780,0
Spain,1,1,0.0,635,0
Germany,1,0,103711.56,641,1
Spain,1,1,0.0,593,0
Germany,0,1,128369.75,540,0
Spain,1,1,0.0,663,0
France,1,1,0.0,630,0
Germany,1,1,166133.28,605,0
Germany,0,1,148214.36,710,1
France,1,1,121206.96,755,0
Spain,1,1,0.0,641,0
Germany,0,1,127552.85,737,0
France,0,1,159458.53,695,0
Germany,1,1,102085.72,466,1
Germany,1,1,142537.18,558,0
Spain,1,1,182781.74,665,0
France,0,1,0.0,737,0
France,1,1,0.0,654,0
France,0,1,0.0,619,0
Germany,0,1,152063.59,845,0
France,0,1,110997.76,727,0
France,1,1,148942.0,582,0
France,1,1,0.0,716,0
Spain,1,1,84438.57,660,0
France,0,0,93920.47,664,0
France,0,0,158713.08,801,0
Spain,1,0,0.0,615,0
Germany,1,1,123204.88,718,0
France,0,1,72945.29,667,0
Spain,1,1,178742.71,670,0
France,1,1,0.0,590,0
Spain,0,1,0.0,739,0
France,0,1,0.0,373,1
France,1,1,0.0,418,1
France,1,1,0.0,837,0
Germany,0,1,140121.17,645,1
Germany,1,0,132906.88,552,0
Germany,1,1,179334.83,580,0
France,1,1,137179.39,684,0
Spain,1,1,0.0,634,0
France,0,1,119960.29,607,0
France,1,1,127414.55,802,0
France,0,1,0.0,736,0
France,0,1,137409.19,629,1
France,0,1,0.0,737,0
Spain,1,1,0.0,718,0
France,0,0,0.0,561,1
France,1,1,112494.99,641,0
France,1,0,78133.15,677,0
Spain,0,1,0.0,641,0
Spain,1,1,145553.07,658,0
Germany,0,1,123593.22,659,1
France,0,0,0.0,567,1
France,0,1,146286.22,584,0
Spain,0,1,111827.27,709,0
Spain,1,1,0.0,690,0
France,1,0,94416.78,627,0
Spain,1,1,91549.78,765,0
France,1,1,59568.57,645,0
France,1,0,94464.81,716,0
France,0,0,0.0,771,1
Germany,1,1,95368.14,687,0
Germany,0,1,102185.42,717,0
France,0,0,144875.71,524,0
Spain,1,1,0.0,679,0
France,1,1,0.0,538,0
Germany,1,1,113291.05,752,0
Spain,1,1,0.0,846,0
Spain,0,1,0.0,532,0
Germany,0,1,111677.88,670,1
Germany,1,1,131101.04,597,0
Germany,1,0,76101.81,627,0
Spain,0,1,0.0,700,0
France,1,0,92510.9,766,0
France,1,1,0.0,488,0
France,1,1,77652.4,694,0
France,0,0,98360.03,639,0
Germany,0,0,115518.07,705,1
Germany,1,1,27288.43,810,0
France,0,1,0.0,638,0
Spain,0,0,0.0,595,0
France,1,1,0.0,575,1
France,1,1,131996.66,850,0
Spain,1,0,121580.42,419,0
France,0,1,132436.34,640,0
Spain,1,0,0.0,570,0
Germany,0,1,107978.4,640,0
Germany,0,1,78119.59,689,1
France,0,0,98684.15,725,0
France,0,1,0.0,751,0
Spain,0,1,0.0,544,1
Germany,0,0,129264.05,768,0
Germany,0,1,131753.41,648,0
Spain,0,1,0.0,577,0
Spain,1,1,0.0,639,0
Germany,1,1,57422.62,686,0
France,1,0,0.0,657,0
France,0,1,144094.2,613,0
France,0,1,147510.34,701,0
Spain,0,1,161592.76,578,0
France,1,1,0.0,689,0
Spain,1,1,0.0,687,0
Spain,0,0,75225.53,499,1
Spain,0,0,0.0,693,0
France,1,1,87542.89,737,0
France,1,1,144581.96,651,0
France,1,1,122568.05,753,0
Spain,1,0,172231.93,523,0
Germany,1,1,171932.26,458,0
France,1,1,0.0,643,0
Spain,0,0,0.0,638,0
Germany,1,1,111798.06,685,0
France,0,1,0.0,684,0
France,1,1,79336.61,670,0
Germany,0,0,120916.52,701,1
France,1,1,142905.51,705,0
Spain,0,0,0.0,593,1
France,0,1,96834.78,651,0
France,1,1,105261.76,741,0
Germany,1,1,123544.0,596,1
Germany,1,1,127913.71,581,0
Spain,0,1,95328.6,689,1
France,1,0,73218.89,544,0
France,1,0,0.0,718,1
Germany,0,1,149995.72,583,0
Germany,1,1,123674.28,663,0
Germany,0,1,124125.26,666,0
Spain,0,1,159035.45,524,1
France,0,1,0.0,599,0
France,1,1,156811.74,667,0
France,1,1,0.0,727,0
Spain,1,1,0.0,689,0
France,0,1,150555.83,639,0
France,1,1,109137.12,678,0
France,0,1,158351.02,523,0
France,0,1,0.0,650,0
Spain,1,1,0.0,744,0
France,1,0,0.0,697,0
Spain,0,1,0.0,800,0
France,1,0,0.0,664,0
France,0,1,0.0,740,0
France,1,1,0.0,835,0
France,0,1,0.0,559,1
Spain,0,1,82729.49,676,0
Germany,0,1,142765.24,613,0
France,1,1,121172.97,713,0
Germany,1,1,132932.14,751,0
France,1,1,123374.46,523,0
Germany,1,1,161371.5,775,0
Spain,0,0,0.0,608,1
France,1,1,79563.36,673,0
France,0,1,0.0,616,0
Germany,0,1,138232.24,650,0
France,0,0,0.0,655,1
Germany,0,1,81571.05,782,1
Spain,0,0,0.0,781,0
France,0,1,95927.04,593,0
Spain,0,1,116932.59,505,0
France,0,1,0.0,707,1
France,1,0,79551.12,692,0
Germany,1,0,116416.94,813,0
Spain,0,1,88141.1,850,0
France,1,1,177729.13,753,0
Spain,1,1,0.0,850,0
Spain,1,1,123912.78,671,0
France,1,1,0.0,791,1
France,1,1,0.0,624,0
France,1,1,108306.44,649,0
Germany,0,1,102962.62,732,1
France,1,1,103502.22,664,0
Germany,1,0,119654.44,789,1
France,0,1,183768.47,680,0
France,0,1,0.0,701,0
France,1,0,0.0,684,0
France,1,1,140900.97,586,0
Germany,0,1,94049.92,522,0
Spain,1,1,98926.4,739,0
Germany,1,1,142872.36,835,0
Spain,1,1,46057.96,790,0
France,1,0,119769.77,671,0
France,0,1,143244.97,560,0
France,1,1,79562.98,651,0
France,1,0,0.0,682,0
France,1,1,0.0,808,0
Spain,1,1,96659.64,644,0
France,0,1,0.0,688,0
France,1,0,165947.99,617,0
France,0,1,92676.3,738,0
France,1,1,83195.12,663,0
France,1,0,129387.94,515,1
France,1,1,0.0,845,0
Spain,1,1,130233.14,639,0
France,1,1,123502.53,557,0
Germany,1,1,140894.06,543,0
Germany,1,1,163867.86,585,0
France,0,1,0.0,610,0
Germany,0,1,93816.7,727,0
Spain,0,1,0.0,540,0
France,1,1,0.0,418,0
France,0,1,114668.89,660,0
Germany,0,1,146756.68,850,0
France,0,1,150213.71,618,1
Germany,1,0,111183.53,642,0
France,1,1,99816.46,850,1
France,0,1,0.0,739,0
France,1,1,0.0,508,0
France,0,0,0.0,667,0
France,1,1,0.0,741,0
France,1,1,0.0,592,0
Germany,0,1,86714.06,651,1
Spain,0,1,0.0,773,0
Spain,1,1,132838.07,850,0
Germany,0,1,128707.31,550,1
France,0,1,0.0,783,0
France,0,1,0.0,777,0
France,1,1,123192.12,659,1
Germany,0,1,115248.11,727,1
France,1,1,59360.77,603,0
Spain,1,1,0.0,644,0
France,1,0,112668.7,647,0
Germany,0,1,138503.51,648,0
Spain,1,1,0.0,721,0
France,1,1,0.0,524,0
France,1,1,0.0,626,0
France,0,1,0.0,569,0
Spain,0,1,157267.95,578,0
France,1,1,133871.05,769,0
Germany,0,1,141989.27,694,0
France,1,1,0.0,664,0
France,0,1,0.0,646,0
France,0,1,46388.16,779,1
Germany,0,1,148666.99,782,1
Germany,0,0,115101.5,769,1
Germany,1,1,148363.38,655,0
Spain,0,1,0.0,623,1
Spain,1,1,144102.32,705,0
France,1,1,128876.71,686,1
Germany,0,1,118448.15,678,0
France,1,1,0.0,738,0
France,1,0,0.0,703,0
Spain,1,0,0.0,554,0
France,1,1,135979.01,582,1
France,0,1,117271.8,644,1
France,0,1,0.0,724,0
France,0,0,0.0,593,0
Spain,0,1,0.0,710,0
France,1,1,129205.49,631,0
Spain,0,1,0.0,739,1
Spain,1,0,0.0,644,1
Germany,1,1,104015.54,652,0
Spain,0,1,0.0,554,0
France,0,0,0.0,483,0
Germany,0,1,103873.39,669,0
Germany,0,1,112383.03,841,1
France,1,0,117731.79,662,0
Germany,1,1,135827.33,821,0
France,0,1,114135.17,783,0
France,1,1,0.0,850,0
France,1,1,118756.62,559,0
Spain,0,1,98382.72,602,0
Germany,1,1,100520.92,563,1
Spain,1,1,79858.13,695,0
France,1,0,0.0,546,0
Germany,0,1,95052.29,719,0
Germany,0,1,177728.55,539,0
France,1,1,83116.68,632,0
Germany,1,1,111565.91,772,0
Spain,0,1,83015.71,708,0
Germany,0,0,124511.01,668,0
France,1,0,130652.52,738,0
France,1,1,0.0,785,0
France,1,1,0.0,597,0
France,0,1,121854.45,531,0
France,1,1,0.0,509,0
France,0,0,86893.28,508,0
Germany,1,0,79523.13,749,0
Germany,1,0,131033.76,621,1
France,0,1,89939.62,659,0
Germany,0,0,95727.05,634,1
France,1,0,0.0,675,0
France,1,1,155047.56,770,0
France,0,0,0.0,736,0
France,0,0,118569.03,524,0
France,1,1,0.0,674,0
Spain,0,1,0.0,700,0
France,0,1,0.0,741,0
France,1,0,0.0,455,0
Spain,0,1,130461.02,608,0
France,0,1,0.0,776,0
France,0,0,0.0,635,1
France,1,0,0.0,746,0
Spain,0,1,0.0,692,1
Spain,0,0,61172.04,683,0
Germany,0,1,90194.34,591,0
France,1,1,95508.2,581,0
Germany,1,1,99967.76,684,0
Spain,1,0,101470.29,561,0
Germany,0,0,70541.06,718,0
France,0,1,112211.61,590,0
France,0,1,154543.98,573,0
France,1,1,111098.85,350,1
Germany,1,1,131873.07,504,1
Spain,1,0,137275.36,813,0
Spain,0,1,153316.14,641,0
France,1,1,0.0,662,0
Spain,1,0,121250.04,497,0
France,1,1,109578.04,716,0
France,0,1,53573.18,526,0
Germany,0,1,58003.41,760,0
France,0,1,113000.66,669,0
France,0,1,0.0,655,0
France,0,0,0.0,547,1
Germany,1,1,139973.65,648,1
France,1,1,151290.16,790,0
Germany,1,0,121498.11,744,1
Spain,1,1,103515.39,761,0
France,0,1,0.0,750,0
France,1,1,0.0,680,0
Spain,0,1,106687.76,704,0
France,1,1,0.0,521,0
France,1,1,0.0,452,0
France,0,0,106089.2,695,0
Spain,0,1,69608.14,850,1
France,1,0,0.0,625,0
Germany,0,0,96202.32,608,0
France,1,1,0.0,715,0
Spain,0,1,0.0,834,0
France,0,1,127818.52,469,0
France,0,1,0.0,480,1
Germany,1,1,137318.42,527,0
Spain,0,0,0.0,834,0
France,0,1,55776.39,583,0
Germany,1,0,84421.62,696,0
France,1,1,83161.65,606,0
France,1,1,0.0,713,0
Germany,1,1,87807.29,821,0
France,0,1,0.0,550,0
France,0,0,0.0,675,0
Spain,1,1,0.0,748,0
Germany,1,0,95293.86,606,0
Germany,0,1,92847.59,726,0
France,1,1,0.0,547,0
Spain,0,1,0.0,758,0
France,1,0,0.0,596,0
Spain,1,1,0.0,720,0
France,0,1,0.0,674,0
France,0,1,0.0,756,0
Germany,1,1,68345.86,649,0
Germany,1,1,76656.4,613,0
France,0,0,0.0,643,0
France,1,1,0.0,600,0
Spain,0,1,60374.98,735,0
France,1,1,0.0,585,0
Germany,1,0,88046.88,724,1
Spain,0,0,0.0,635,0
France,0,1,0.0,472,0
France,0,1,0.0,590,0
Spain,1,1,129968.67,651,0
Germany,0,1,157731.6,686,0
France,1,0,0.0,606,0
France,0,1,89276.48,781,0
France,0,0,138825.19,593,0
France,1,1,103729.79,793,0
France,0,1,75499.24,791,0
France,1,1,169445.4,850,0
France,0,1,111359.55,698,0
France,1,0,142388.61,846,1
France,1,1,123311.39,765,0
Spain,0,1,115532.52,574,0
Germany,0,0,167273.71,617,1
France,0,1,77886.53,581,0
Germany,1,0,135795.63,710,0
France,1,1,97514.07,550,0
Germany,0,0,127545.56,533,1
France,0,0,106160.37,779,0
France,0,1,0.0,763,0
Spain,1,1,143680.47,563,0
Spain,0,1,124483.53,678,0
Spain,1,1,86006.3,644,0
Germany,1,1,111094.05,682,0
France,0,1,0.0,625,0
Spain,1,0,0.0,733,0
France,0,1,0.0,512,0
France,1,1,115171.71,642,0
Germany,0,0,111543.26,737,0
France,1,1,137936.94,575,0
Germany,0,0,122304.65,543,0
Germany,1,0,120586.54,521,0
France,1,1,0.0,637,0
France,1,1,46520.69,714,0
Spain,1,1,105473.74,726,0
Spain,0,1,0.0,680,0
Germany,1,1,115730.71,812,1
Spain,1,0,145396.49,757,0
Spain,0,1,131078.42,710,1
Germany,0,0,128298.74,516,1
France,0,1,165526.71,803,0
France,1,1,83714.41,560,0
France,1,1,0.0,679,0
France,0,0,125540.05,526,0
France,1,1,100254.76,485,0
France,0,1,0.0,625,1
Spain,1,1,138150.57,773,0
France,1,0,0.0,530,1
Germany,1,0,95984.21,616,1
France,1,1,0.0,651,0
Germany,1,0,136858.42,586,0
Germany,0,1,102609.0,607,0
Spain,1,0,0.0,724,0
France,1,1,0.0,733,0
Germany,1,1,77356.92,667,0
France,1,1,110923.15,700,1
Spain,1,0,151675.65,659,0
Spain,0,1,0.0,710,0
France,0,0,0.0,760,1
France,0,1,0.0,677,0
Germany,0,1,80204.11,798,0
France,0,1,0.0,758,0
France,1,1,0.0,715,0
Germany,1,0,115587.49,752,0
Germany,1,1,106968.96,586,1
France,1,1,0.0,818,0
Germany,1,1,139659.04,490,0
Germany,0,0,86038.21,610,1
Germany,0,1,102773.2,627,1
France,1,1,0.0,533,0
France,1,1,70754.18,708,1
France,1,0,122781.51,681,0
France,1,1,0.0,690,0
Germany,1,1,153545.11,656,0
Spain,1,1,121629.22,673,0
Germany,1,1,167983.17,806,0
Spain,1,1,81153.82,648,1
France,1,1,99760.84,501,0
Germany,1,1,125890.72,556,0
France,0,1,0.0,627,0
France,0,0,119148.55,652,0
Germany,1,1,72948.58,807,0
Germany,0,1,133974.36,708,0
France,0,1,154483.98,619,0
France,0,0,98627.13,601,0
France,1,0,136770.67,445,0
Germany,0,1,95252.72,800,0
France,1,1,117413.95,554,0
Germany,1,0,137986.58,714,1
France,0,0,143571.52,656,0
France,0,1,121197.64,520,1
Spain,1,1,121626.9,480,0
Germany,1,1,84440.1,660,0
France,1,1,0.0,532,0
France,0,0,0.0,679,0
France,0,1,140356.7,780,0
France,1,1,0.0,747,0
France,1,1,92224.56,705,0
France,0,1,0.0,732,0
Spain,0,1,121355.99,515,0
Germany,1,1,109003.26,816,0
France,1,1,147341.43,641,1
France,0,1,102983.91,509,0
Germany,0,1,96252.98,601,0
France,0,1,0.0,527,1
France,0,0,155879.09,455,0
Germany,1,1,142929.16,803,0
France,1,0,64082.09,553,0
France,0,1,0.0,724,0
France,1,1,0.0,610,0
Spain,1,1,0.0,559,0
Germany,0,1,118336.95,825,1
Spain,1,1,168253.21,819,0
Germany,0,1,101979.16,772,0
Spain,0,0,164902.43,685,0
France,0,1,0.0,506,0
Germany,1,1,111812.52,642,0
Spain,1,1,0.0,627,0
Germany,1,1,119755.0,600,0
France,0,1,119556.1,653,1
Spain,1,1,119349.69,762,1
Spain,1,1,139528.23,569,0
France,0,1,94773.11,756,0
France,1,0,108345.22,673,0
France,1,1,166939.88,637,0
France,1,0,174571.36,644,0
Spain,1,1,71829.34,658,0
France,1,0,0.0,649,0
France,0,0,76769.68,603,0
France,0,1,104614.29,820,1
Spain,0,1,0.0,712,0
Germany,1,1,128927.93,645,0
Germany,0,1,110941.93,705,0
Spain,1,1,99250.08,590,0
France,0,0,0.0,631,0
France,1,1,0.0,604,0
Spain,0,1,0.0,643,0
Spain,1,0,0.0,690,0
France,0,1,0.0,558,0
Germany,0,1,104682.83,637,1
Germany,0,0,118886.55,648,0
Spain,0,1,156823.7,652,0
Germany,1,0,124216.93,808,0
France,0,1,144258.52,551,0
Germany,0,1,128793.63,711,0
Germany,0,1,126315.26,467,1
Spain,0,1,0.0,789,0
Spain,1,0,0.0,602,0
France,1,1,0.0,576,0
France,1,0,115341.55,584,0
France,0,1,99162.29,593,0
Germany,1,1,156848.13,705,1
Germany,1,1,105736.32,595,1
Germany,0,1,200117.76,699,0
France,1,0,62212.29,516,1
France,0,1,0.0,838,0
France,1,1,0.0,587,0
France,1,1,151532.4,750,0
Germany,0,0,121523.51,581,1
France,1,1,0.0,484,0
Spain,1,0,0.0,576,0
Germany,1,1,68238.51,567,0
Spain,1,1,136808.53,638,0
Germany,1,1,92398.08,646,0
France,1,1,143566.12,658,0
Spain,1,1,0.0,590,0
Spain,1,1,127728.24,546,0
France,0,1,0.0,603,0
Spain,1,1,119658.49,619,0
France,1,1,0.0,678,0
France,0,0,149879.66,459,0
Germany,0,1,119859.52,671,0
Spain,0,0,104533.24,501,1
Spain,0,1,145382.61,719,0
Spain,1,1,121231.39,681,0
Spain,1,1,141078.57,706,0
Germany,0,1,108465.65,763,1
France,1,1,70657.61,716,0
Germany,0,1,120105.43,507,1
Germany,1,1,129646.91,678,1
France,1,1,191091.74,775,0
France,1,1,0.0,544,0
France,1,1,0.0,756,0
Germany,1,1,131433.33,757,1
Germany,1,1,137937.95,742,0
France,0,1,0.0,591,0
France,0,0,0.0,667,0
France,1,1,0.0,787,0
France,0,1,93143.39,718,0
France,0,1,0.0,521,0
Spain,1,1,112544.45,607,0
France,1,1,123034.43,633,0
Spain,1,0,0.0,588,0
Germany,1,1,119278.44,724,0
France,0,1,0.0,720,0
France,1,0,0.0,521,0
Spain,0,1,169312.72,620,0
Germany,0,1,106506.77,505,1
Spain,1,0,128412.61,728,0
Germany,0,1,118356.89,486,1
Germany,0,1,137479.13,584,0
Spain,0,1,0.0,687,0
France,1,1,105229.72,771,1
France,0,1,148088.11,678,0
France,1,0,0.0,751,1
France,1,1,126679.69,670,0
Spain,0,1,90826.27,675,0
Spain,1,1,143582.89,684,0
France,0,0,125712.2,637,0
Spain,1,1,0.0,760,0
Spain,0,1,155187.3,662,0
France,0,1,0.0,680,0
Spain,1,0,155455.43,604,0
France,0,1,100480.53,764,0
France,1,1,0.0,521,0
Germany,1,1,127585.98,684,1
France,1,1,101891.1,795,0
Spain,1,1,0.0,678,0
France,0,1,0.0,589,1
Spain,1,1,128929.88,660,0
Germany,1,0,121681.91,646,0
Germany,1,1,139603.22,706,0
France,0,1,0.0,730,0
France,1,0,0.0,606,0
Spain,1,1,91760.11,690,0
Germany,0,1,93925.3,645,1
France,1,1,175739.36,579,0
France,0,1,0.0,481,0
Germany,0,0,170295.04,492,0
France,1,1,101579.28,739,0
France,1,1,118793.6,624,1
France,0,0,115282.3,682,0
Spain,1,1,107980.37,701,0
France,1,0,133866.22,718,0
France,0,1,102723.35,496,0
